"ID_EMPRESA";"NEMO";"NAME";"CATEGORY";"PRECIO_ULT"
"EXT185";"ETR";"Entergy";"EXTRANJERA";95,8899993896484
"EXT186";"GEHC";"GE HealthCare";"EXTRANJERA";78,9700012207031
"EXT187";"FTV";"Fortive";"EXTRANJERA";52,810001373291
"EXT188";"DHI";"D.R. Horton";"EXTRANJERA";148,839996337891
"EXT189";"STX";"Seagate Technology";"EXTRANJERA";407,690002441406
"EXT190";"SYY";"Sysco";"EXTRANJERA";83,8499984741211
"EXT191";"ALB";"Albemarle";"EXTRANJERA";170,630004882812
"EXT192";"HRL";"Hormel Foods";"EXTRANJERA";24,6100006103516
"EXT193";"VLO";"Valero Energy";"EXTRANJERA";181,429992675781
"EXT194";"NWSA";"News Corp Class A";"EXTRANJERA";27,0300006866455
"EXT195";"NDAQ";"Nasdaq";"EXTRANJERA";96,8899993896484
"EXT196";"ICE";"Intercontinental Exchange";"EXTRANJERA";173,779998779297
"EXT197";"CEG";"Constellation Energy";"EXTRANJERA";280,679992675781
"EXT198";"CCI";"Crown Castle";"EXTRANJERA";86,8099975585938
"EXT199";"PGR";"Progressive";"EXTRANJERA";208
"EXT200";"APTV";"Aptiv";"EXTRANJERA";75,75
"EXT201";"UNP";"Union Pacific";"EXTRANJERA";235,100006103516
"EXT202";"EMR";"Emerson Electric";"EXTRANJERA";146,960006713867
"EXT203";"NRG";"NRG Energy";"EXTRANJERA";152,630004882812
"EXT204";"AXP";"American Express";"EXTRANJERA";352,170013427734
"EXT205";"BF-B";"Brown-Forman Class B";"EXTRANJERA";27,3700008392334
"EXT206";"PEG";"Public Service Enterprise Group";"EXTRANJERA";82,3600006103516
"EXT207";"CSGP";"CoStar Group";"EXTRANJERA";61,5
"EXT208";"VTR";"Ventas";"EXTRANJERA";77,6699981689453
"EXT209";"PSX";"Phillips 66";"EXTRANJERA";143,559997558594
"EXT210";"WELL";"Welltower";"EXTRANJERA";188,360000610352
"EXT211";"IR";"Ingersoll Rand";"EXTRANJERA";86,0899963378906
"EXT212";"LEN";"Lennar";"EXTRANJERA";109,349998474121
"EXT213";"HWM";"Howmet Aerospace";"EXTRANJERA";208,080001831055
"EXT214";"PCAR";"PACCAR";"EXTRANJERA";122,910003662109
"EXT215";"LOW";"Lowe's";"EXTRANJERA";267,059997558594
"EXT216";"MA";"Mastercard";"EXTRANJERA";538,789978027344
"EXT217";"TER";"Teradyne";"EXTRANJERA";241,050003051758
"EXT218";"CAT";"Caterpillar Inc.";"EXTRANJERA";657,359985351562
"EXT219";"AMGN";"Amgen Inc.";"EXTRANJERA";341,880004882812
"EXT220";"TSN";"Tyson Foods";"EXTRANJERA";65,3300018310547
"EXT221";"SWKS";"Skyworks Solutions";"EXTRANJERA";55,7599983215332
"EXT222";"BWA";"BorgWarner";"EXTRANJERA";47,4099998474121
"EXT223";"MPC";"Marathon Petroleum";"EXTRANJERA";176,190002441406
"EXT224";"AMT";"American Tower";"EXTRANJERA";179,279998779297
"EXT225";"ROST";"Ross Stores";"EXTRANJERA";188,649993896484
"EXT226";"FSLR";"First Solar";"EXTRANJERA";225,520004272461
"EXT227";"EA";"Electronic Arts";"EXTRANJERA";203,919998168945
"EXT228";"UDR";"UDR";"EXTRANJERA";37,1500015258789
"EXT229";"ES";"Eversource Energy";"EXTRANJERA";69,129997253418
"EXT230";"OMC";"Omnicom Group";"EXTRANJERA";77,0400009155273
"EXT231";"KMX";"CarMax";"EXTRANJERA";44,5400009155273
"EXT232";"ETN";"Eaton";"EXTRANJERA";351,420013427734
"EXT233";"GPN";"Global Payments";"EXTRANJERA";71,7399978637695
"EXT234";"CMS";"CMS Energy";"EXTRANJERA";71,4899978637695
"EXT235";"LKQ";"LKQ Corporation";"EXTRANJERA";32,8499984741211
"EXT236";"OTIS";"Otis Worldwide";"EXTRANJERA";85,4199981689453
"EXT237";"KMB";"Kimberly-Clark";"EXTRANJERA";99,9899978637695
"EXT238";"LULU";"Lululemon Athletica";"EXTRANJERA";174,5
"EXT239";"RCL";"Royal Caribbean Group";"EXTRANJERA";324,649993896484
"EXT240";"CF";"CF Industries";"EXTRANJERA";93,2300033569336
"EXT241";"GS";"Goldman Sachs Group";"EXTRANJERA";935,409973144531
"EXT242";"BALL";"Ball Corporation";"EXTRANJERA";56,8699989318848
"EXT243";"WEC";"WEC Energy Group";"EXTRANJERA";110,669998168945
"EXT244";"CAH";"Cardinal Health";"EXTRANJERA";214,880004882812
"EXT245";"EVRG";"Evergy";"EXTRANJERA";76,7300033569336
"EXT246";"MKC";"McCormick & Company";"EXTRANJERA";61,8300018310547
"EXT247";"AFL";"Aflac";"EXTRANJERA";110,949996948242
"EXT248";"ED";"Consolidated Edison";"EXTRANJERA";106,629997253418
"EXT249";"COST";"Costco Wholesale";"EXTRANJERA";940,25
"EXT250";"STT";"State Street";"EXTRANJERA";130,860000610352
"EXT251";"MMC";"Marsh McLennan";"EXTRANJERA";188,190002441406
"EXT252";"CME";"CME Group";"EXTRANJERA";289,059997558594
"EXT253";"YUM";"Yum! Brands";"EXTRANJERA";155,5
"EXT254";"PAYX";"Paychex";"EXTRANJERA";103,129997253418
"EXT255";"PNC";"PNC Financial Services";"EXTRANJERA";223,300003051758
"EXT256";"FANG";"Diamondback Energy";"EXTRANJERA";163,949996948242
"EXT257";"PHM";"PulteGroup";"EXTRANJERA";125,089996337891
"EXT258";"ILMN";"Illumina Inc.";"EXTRANJERA";144,809997558594
"EXT259";"INCY";"Incyte";"EXTRANJERA";100,069999694824
"EXT260";"FMC";"FMC Corporation";"EXTRANJERA";15,8000001907349
"EXT261";"MAS";"Masco";"EXTRANJERA";66,0899963378906
"EXT262";"TMO";"Thermo Fisher Scientific";"EXTRANJERA";578,609985351562
"EXT263";"HOLX";"Hologic";"EXTRANJERA";74,9300003051758
"EXT264";"LIN";"Linde plc";"EXTRANJERA";456,970001220703
"EXT265";"EQR";"Equity Residential";"EXTRANJERA";62,3199996948242
"EXT266";"EXPE";"Expedia Group";"EXTRANJERA";264,839996337891
"EXT267";"NTAP";"NetApp";"EXTRANJERA";96,3499984741211
"EXT268";"DLR";"Digital Realty";"EXTRANJERA";165,949996948242
"EXT269";"ZS";"Zscaler";"EXTRANJERA";200,009994506836
"EXT270";"WRB";"W.R. Berkley";"EXTRANJERA";68,5800018310547
"EXT271";"CMA";"Comerica";"EXTRANJERA";88,6699981689453
"EXT272";"A";"Agilent Technologies";"EXTRANJERA";133,850006103516
"EXT273";"LNT";"Alliant Energy";"EXTRANJERA";65,9100036621094
"EXT274";"BDX";"Becton Dickinson";"EXTRANJERA";203,479995727539
"EXT275";"ACGL";"Arch Capital Group";"EXTRANJERA";96,0400009155273
"EXT276";"PPG";"PPG Industries";"EXTRANJERA";115,629997253418
"EXT277";"ROL";"Rollins";"EXTRANJERA";63,3400001525879
"EXT278";"TEL";"TE Connectivity";"EXTRANJERA";222,779998779297
"EXT279";"AKAM";"Akamai Technologies";"EXTRANJERA";97,1500015258789
"EXT280";"ADP";"Automatic Data Processing";"EXTRANJERA";246,820007324219
"EXT281";"CHD";"Church & Dwight";"EXTRANJERA";96,25
"EXT282";"CDNS";"Cadence Design Systems";"EXTRANJERA";296,359985351562
"EXT283";"BLDR";"Builders FirstSource";"EXTRANJERA";114,400001525879
"EXT284";"ODFL";"Old Dominion Freight Line";"EXTRANJERA";173,199996948242
"EXT285";"FDX";"FedEx";"EXTRANJERA";322,25
"EXT286";"WM";"Waste Management";"EXTRANJERA";222,240005493164
"EXT287";"SHW";"Sherwin-Williams";"EXTRANJERA";354,640014648438
"EXT288";"HSY";"Hershey";"EXTRANJERA";194,75
"EXT289";"IFF";"International Flavors & Fragrances";"EXTRANJERA";69,8099975585938
"EXT290";"SWK";"Stanley Black & Decker";"EXTRANJERA";78,6600036621094
"EXT291";"BRO";"Brown & Brown";"EXTRANJERA";72,0999984741211
"EXT292";"STZ";"Constellation Brands";"EXTRANJERA";156,699996948242
"EXT293";"ISRG";"Intuitive Surgical";"EXTRANJERA";504,220001220703
"EXT294";"HAS";"Hasbro";"EXTRANJERA";89,3099975585938
"EXT295";"COO";"Cooper Companies";"EXTRANJERA";81,379997253418
"EXT296";"CBRE";"CBRE Group";"EXTRANJERA";170,330001831055
"EXT297";"TRGP";"Targa Resources";"EXTRANJERA";200,979995727539
"EXT298";"BG";"Bunge";"EXTRANJERA";113,879997253418
"EXT299";"CB";"Chubb";"EXTRANJERA";309,559997558594
"EXT300";"CI";"Cigna";"EXTRANJERA";274,109985351562
"EXT301";"CE";"Celanese";"EXTRANJERA";44,439998626709
"EXT302";"AEE";"Ameren";"EXTRANJERA";103,279998779297
"EXT303";"CTAS";"Cintas Corporation";"EXTRANJERA";191,389999389648
"EXT304";"TTWO";"Take‑Two Interactive";"EXTRANJERA";220,300003051758
"EXT305";"HUM";"Humana";"EXTRANJERA";195,199996948242
"EXT306";"ZBH";"Zimmer Biomet";"EXTRANJERA";87,0699996948242
"EXT307";"HIG";"Hartford Financial";"EXTRANJERA";135,059997558594
"EXT308";"INTU";"Intuit";"EXTRANJERA";498,920013427734
"EXT309";"IRM";"Iron Mountain";"EXTRANJERA";92,129997253418
"EXT310";"ZION";"Zions Bancorporation";"EXTRANJERA";59,9099998474121
"EXT311";"PRU";"Prudential Financial";"EXTRANJERA";111,110000610352
"EXT312";"ALL";"Allstate";"EXTRANJERA";198,990005493164
"EXT313";"QRVO";"Qorvo";"EXTRANJERA";78,1100006103516
"EXT314";"SPG";"Simon Property Group";"EXTRANJERA";191,309997558594
"EXT315";"SEE";"Sealed Air";"EXTRANJERA";41,8800010681152
"EXT316";"MAR";"Marriott International";"EXTRANJERA";315,299987792969
"EXT317";"TECH";"Bio-Techne";"EXTRANJERA";64,0899963378906
"EXT318";"CLX";"Clorox";"EXTRANJERA";112,790000915527
"EXT319";"ADSK";"Autodesk Inc.";"EXTRANJERA";252,869995117188
"EXT320";"TROW";"T. Rowe Price";"EXTRANJERA";105,680000305176
"EXT321";"HSIC";"Henry Schein";"EXTRANJERA";75,4800033569336
"EXT322";"CHTR";"Charter Communications";"EXTRANJERA";206,119995117188
"EXT323";"RHI";"Robert Half";"EXTRANJERA";34,6100006103516
"EXT324";"BIIB";"Biogen Inc.";"EXTRANJERA";179,889999389648
"EXT325";"PNR";"Pentair";"EXTRANJERA";105,370002746582
"EXT326";"IQV";"IQVIA";"EXTRANJERA";230,149993896484
"EXT327";"DE";"Deere & Company";"EXTRANJERA";528
