"ID_CLIENTE";"AÑOMES_ENCUESTA";"FECHA_ENCUESTA";"NPS"
"3457-83";202208;2022-08-01;8
"3457-91";202510;2025-10-01;6
"3459-13";202510;2025-10-01;6
"3461-53";202505;2025-05-02;5
"3461-76";202502;2025-02-03;6
"3462-15";202312;2023-12-01;6
"3462-66";202312;2023-12-01;8
"3463-18";202301;2023-01-02;7
"3463-29";202402;2024-02-01;8
"3466-25";202501;2025-01-02;4
"3466-78";202512;2025-12-01;7
"3467-35";202511;2025-11-03;6
"3467-49";202408;2024-08-01;6
"3468-15";202511;2025-11-03;4
"3468-38";202501;2025-01-02;6
"3468-65";202304;2023-04-03;7
"3468-66";202407;2024-07-01;6
"3469-96";202404;2024-04-01;6
"3470-16";202501;2025-01-02;7
"3471-31";202406;2024-06-03;7
"3473-12";202511;2025-11-03;9
"3475-73";202308;2023-08-01;7
"3475-82";202410;2024-10-01;6
"3476-86";202307;2023-07-03;6
"3478-89";202508;2025-08-01;5
"3480-76";202202;2022-02-01;7
"3480-78";202502;2025-02-03;7
"3480-93";202306;2023-06-01;6
"3481-13";202308;2023-08-01;7
"3481-95";202502;2025-02-03;5
"3482-52";202512;2025-12-01;6
"3483-37";202409;2024-09-02;8
"3483-72";202504;2025-04-01;6
"3486-14";202408;2024-08-01;6
"3486-28";202512;2025-12-01;6
"3486-33";202506;2025-06-02;8
"3487-15";202506;2025-06-02;8
"3487-35";202504;2025-04-01;6
"3489-76";202512;2025-12-01;5
"3489-81";202211;2022-11-02;7
"3491-98";202311;2023-11-02;5
"3492-86";202409;2024-09-02;7
"3493-41";202507;2025-07-01;5
"3493-63";202503;2025-03-03;7
"3495-14";202511;2025-11-03;7
"3496-59";202309;2023-09-01;6
"3497-52";202311;2023-11-02;7
"3498-44";202406;2024-06-03;8
"3499-60";202506;2025-06-02;7
"3499-66";202311;2023-11-02;7
"3500-85";202402;2024-02-01;6
"3501-60";202505;2025-05-02;5
"3505-12";202509;2025-09-01;4
"3505-40";202312;2023-12-01;8
"3508-30";202307;2023-07-03;8
"3508-63";202503;2025-03-03;5
"3510-78";202510;2025-10-01;7
"3512-78";202509;2025-09-01;6
"3513-30";202405;2024-05-02;6
"3513-35";202505;2025-05-02;3
"3513-51";202509;2025-09-01;4
"3513-81";202409;2024-09-02;6
"3514-71";202211;2022-11-02;9
"3515-31";202208;2022-08-01;7
"3516-70";202412;2024-12-02;7
"3517-17";202509;2025-09-01;4
"3517-57";202505;2025-05-02;7
"3519-91";202407;2024-07-01;6
"3520-76";202402;2024-02-01;8
"3521-52";202503;2025-03-03;8
"3521-77";202312;2023-12-01;7
"3524-27";202509;2025-09-01;7
"3524-94";202502;2025-02-03;7
"3529-49";202510;2025-10-01;6
"3529-70";202505;2025-05-02;6
"3530-88";202410;2024-10-01;7
"3532-15";202402;2024-02-01;7
"3532-50";202406;2024-06-03;7
"3533-18";202311;2023-11-02;8
"3534-82";202311;2023-11-02;8
"3535-16";202403;2024-03-01;7
"3536-29";202510;2025-10-01;6
"3536-91";202411;2024-11-04;6
"3537-88";202401;2024-01-02;9
"3538-71";202410;2024-10-01;8
"3540-60";202510;2025-10-01;7
"3541-21";202408;2024-08-01;6
"3541-26";202512;2025-12-01;7
"3541-32";202508;2025-08-01;6
"3542-83";202509;2025-09-01;7
"3543-19";202512;2025-12-01;3
"3544-50";202512;2025-12-01;5
"3545-79";202509;2025-09-01;6
"3545-82";202511;2025-11-03;5
"3547-68";202508;2025-08-01;5
"3547-71";202505;2025-05-02;5
"3548-44";202404;2024-04-01;6
"3549-57";202302;2023-02-01;5
"3549-64";202208;2022-08-01;5
"3551-94";202409;2024-09-02;5
"3553-24";202307;2023-07-03;6
"3553-49";202511;2025-11-03;5
"3553-55";202409;2024-09-02;8
"3554-46";202303;2023-03-01;7
"3558-80";202501;2025-01-02;7
"3561-14";202401;2024-01-02;8
"3561-43";202405;2024-05-02;6
"3562-67";202311;2023-11-02;5
"3563-36";202401;2024-01-02;7
"3563-45";202402;2024-02-01;9
"3563-67";202509;2025-09-01;5
"3566-68";202408;2024-08-01;6
"3568-87";202511;2025-11-03;6
"3569-12";202504;2025-04-01;6
"3569-71";202410;2024-10-01;6
"3570-67";202407;2024-07-01;6
"3572-33";202308;2023-08-01;8
"3572-46";202505;2025-05-02;6
"3574-23";202507;2025-07-01;6
"3574-69";202212;2022-12-01;8
"3574-78";202411;2024-11-04;9
"3574-94";202409;2024-09-02;6
"3575-71";202511;2025-11-03;5
"3576-71";202412;2024-12-02;7
"3576-75";202503;2025-03-03;7
"3578-55";202503;2025-03-03;5
"3579-57";202406;2024-06-03;6
"3581-14";202402;2024-02-01;6
"3582-42";202409;2024-09-02;6
"3582-45";202502;2025-02-03;6
"3583-83";202501;2025-01-02;8
"3584-20";202305;2023-05-02;6
"3585-17";202507;2025-07-01;5
"3586-52";202512;2025-12-01;4
"3587-27";202408;2024-08-01;6
"3589-29";202411;2024-11-04;7
"3589-73";202306;2023-06-01;8
"3590-83";202412;2024-12-02;8
"3592-18";202510;2025-10-01;4
"3596-57";202207;2022-07-01;10
"3597-37";202406;2024-06-03;7
"3597-44";202511;2025-11-03;5
"3598-24";202405;2024-05-02;8
"3599-98";202504;2025-04-01;6
"3600-25";202402;2024-02-01;7
"3600-82";202508;2025-08-01;6
"3601-74";202511;2025-11-03;4
"3603-41";202406;2024-06-03;8
"3603-60";202512;2025-12-01;7
"3604-72";202308;2023-08-01;9
"3605-39";202507;2025-07-01;5
"3606-46";202310;2023-10-02;8
"3606-62";202308;2023-08-01;7
"3607-75";202306;2023-06-01;7
"3607-83";202505;2025-05-02;6
"3608-69";202506;2025-06-02;5
"3610-51";202409;2024-09-02;7
"3610-55";202508;2025-08-01;6
"3611-49";202503;2025-03-03;6
"3613-68";202501;2025-01-02;6
"3613-69";202505;2025-05-02;8
"3614-49";202510;2025-10-01;4
"3614-66";202503;2025-03-03;7
"3616-20";202507;2025-07-01;6
"3617-19";202511;2025-11-03;4
"3617-26";202508;2025-08-01;6
"3618-63";202411;2024-11-04;6
"3618-70";202505;2025-05-02;7
"3620-49";202204;2022-04-01;10
"3621-50";202501;2025-01-02;6
"3621-88";202205;2022-05-02;7
"3622-67";202506;2025-06-02;8
"3622-95";202303;2023-03-01;8
"3625-80";202510;2025-10-01;5
"3626-60";202405;2024-05-02;9
"3629-37";202411;2024-11-04;5
"3629-52";202508;2025-08-01;6
"3629-74";202406;2024-06-03;7
"3630-48";202508;2025-08-01;4
"3630-53";202502;2025-02-03;6
"3631-41";202507;2025-07-01;6
"3632-72";202405;2024-05-02;8
"3633-22";202504;2025-04-01;6
"3633-90";202507;2025-07-01;6
"3636-61";202409;2024-09-02;6
"3636-67";202411;2024-11-04;7
"3636-76";202506;2025-06-02;7
"3638-61";202304;2023-04-03;7
"3639-69";202509;2025-09-01;7
"3639-86";202509;2025-09-01;4
"3641-51";202509;2025-09-01;7
"3642-67";202501;2025-01-02;6
"3644-30";202505;2025-05-02;7
"3647-80";202301;2023-01-02;9
"3648-10";202512;2025-12-01;5
"3648-14";202504;2025-04-01;7
"3648-29";202412;2024-12-02;7
"3649-27";202406;2024-06-03;6
"3651-26";202409;2024-09-02;7
"3651-48";202510;2025-10-01;6
"3655-34";202505;2025-05-02;6
"3656-69";202401;2024-01-02;5
"3657-16";202408;2024-08-01;5
"3658-44";202506;2025-06-02;5
"3659-55";202502;2025-02-03;5
"3659-61";202410;2024-10-01;8
"3659-66";202501;2025-01-02;6
"3661-79";202407;2024-07-01;7
"3662-39";202510;2025-10-01;8
"3663-21";202505;2025-05-02;5
"3664-11";202411;2024-11-04;7
"3664-12";202307;2023-07-03;7
"3664-81";202410;2024-10-01;4
"3665-18";202511;2025-11-03;5
"3665-69";202307;2023-07-03;8
"3667-17";202308;2023-08-01;6
"3667-54";202408;2024-08-01;7
"3668-14";202504;2025-04-01;5
"3668-70";202511;2025-11-03;5
"3669-11";202503;2025-03-03;6
"3670-89";202509;2025-09-01;7
"3671-75";202410;2024-10-01;6
"3671-78";202306;2023-06-01;6
"3671-85";202402;2024-02-01;9
"3673-13";202506;2025-06-02;6
"3676-13";202311;2023-11-02;8
"3677-85";202506;2025-06-02;5
"3678-20";202507;2025-07-01;5
"3678-31";202512;2025-12-01;6
"3680-11";202501;2025-01-02;5
"3680-29";202402;2024-02-01;9
"3682-11";202510;2025-10-01;4
"3683-35";202205;2022-05-02;8
"3684-12";202504;2025-04-01;7
"3684-74";202404;2024-04-01;5
"3685-18";202504;2025-04-01;7
"3686-69";202209;2022-09-01;8
"3687-87";202411;2024-11-04;8
"3688-24";202510;2025-10-01;4
"3689-65";202308;2023-08-01;9
"3690-23";202508;2025-08-01;8
"3691-73";202507;2025-07-01;6
"3691-84";202501;2025-01-02;5
"3692-23";202411;2024-11-04;6
"3693-16";202501;2025-01-02;7
"3693-32";202507;2025-07-01;7
"3693-63";202211;2022-11-02;9
"3693-70";202510;2025-10-01;5
"3694-25";202503;2025-03-03;5
"3694-29";202505;2025-05-02;5
"3694-90";202211;2022-11-02;8
"3695-12";202512;2025-12-01;7
"3696-38";202508;2025-08-01;6
"3696-57";202404;2024-04-01;6
"3697-61";202302;2023-02-01;8
"3699-41";202506;2025-06-02;6
"3701-81";202510;2025-10-01;4
"3702-80";202509;2025-09-01;5
"3703-34";202405;2024-05-02;5
"3705-36";202407;2024-07-01;8
"3706-55";202508;2025-08-01;7
"3706-98";202506;2025-06-02;8
"3708-19";202505;2025-05-02;5
"3708-43";202310;2023-10-02;8
"3709-92";202407;2024-07-01;7
"3709-94";202505;2025-05-02;7
"3711-56";202304;2023-04-03;6
"3713-28";202507;2025-07-01;5
"3713-49";202502;2025-02-03;7
"3713-56";202407;2024-07-01;7
"3714-95";202512;2025-12-01;8
"3717-28";202503;2025-03-03;7
"3717-42";202511;2025-11-03;5
"3718-35";202507;2025-07-01;6
"3719-13";202502;2025-02-03;7
"3719-30";202412;2024-12-02;5
"3720-76";202510;2025-10-01;7
"3722-86";202503;2025-03-03;5
"3723-19";202311;2023-11-02;7
"3723-97";202504;2025-04-01;6
"3724-62";202502;2025-02-03;7
"3725-68";202511;2025-11-03;6
"3725-95";202511;2025-11-03;6
"3726-66";202312;2023-12-01;7
"3727-40";202509;2025-09-01;7
"3727-46";202401;2024-01-02;9
"3728-50";202503;2025-03-03;7
"3729-75";202508;2025-08-01;6
"3733-88";202307;2023-07-03;6
"3734-62";202510;2025-10-01;6
"3737-67";202407;2024-07-01;7
"3737-93";202504;2025-04-01;6
"3738-12";202408;2024-08-01;6
"3738-22";202406;2024-06-03;6
"3738-52";202210;2022-10-03;8
"3741-29";202302;2023-02-01;9
"3742-19";202410;2024-10-01;7
"3742-91";202312;2023-12-01;6
"3743-44";202411;2024-11-04;6
"3744-42";202507;2025-07-01;4
"3747-40";202507;2025-07-01;6
"3749-13";202510;2025-10-01;6
"3750-36";202408;2024-08-01;5
"3750-57";202203;2022-03-01;7
"3751-48";202508;2025-08-01;8
"3752-22";202510;2025-10-01;6
"3752-88";202507;2025-07-01;7
"3753-17";202408;2024-08-01;7
"3753-37";202509;2025-09-01;6
"3754-24";202509;2025-09-01;6
"3756-41";202505;2025-05-02;5
"3757-71";202304;2023-04-03;8
"3757-85";202403;2024-03-01;8
"3758-33";202405;2024-05-02;6
"3758-73";202507;2025-07-01;6
"3759-20";202502;2025-02-03;7
"3759-39";202511;2025-11-03;6
"3759-46";202506;2025-06-02;6
"3760-66";202306;2023-06-01;7
"3760-81";202203;2022-03-01;10
"3761-50";202412;2024-12-02;6
"3761-75";202509;2025-09-01;5
"3764-79";202305;2023-05-02;7
"3765-28";202401;2024-01-02;5
"3766-32";202512;2025-12-01;7
"3767-85";202412;2024-12-02;6
"3768-40";202412;2024-12-02;6
"3769-15";202509;2025-09-01;7
"3770-64";202404;2024-04-01;6
"3771-19";202504;2025-04-01;6
"3773-49";202312;2023-12-01;7
"3775-99";202303;2023-03-01;7
"3776-45";202312;2023-12-01;9
"3776-93";202509;2025-09-01;6
"3777-34";202508;2025-08-01;4
"3778-67";202410;2024-10-01;6
"3778-98";202505;2025-05-02;8
"3779-84";202302;2023-02-01;8
"3781-15";202509;2025-09-01;8
"3781-66";202210;2022-10-03;9
"3781-97";202509;2025-09-01;6
"3782-65";202411;2024-11-04;6
"3783-33";202512;2025-12-01;8
"3783-96";202507;2025-07-01;6
"3784-37";202509;2025-09-01;6
"3784-98";202506;2025-06-02;5
"3785-12";202512;2025-12-01;6
"3787-43";202211;2022-11-02;8
"3789-10";202510;2025-10-01;5
"3789-85";202301;2023-01-02;8
"3792-50";202506;2025-06-02;6
"3794-44";202406;2024-06-03;7
"3795-32";202507;2025-07-01;8
"3796-42";202308;2023-08-01;7
"3796-70";202512;2025-12-01;7
"3797-89";202503;2025-03-03;5
"3798-11";202311;2023-11-02;8
"3799-41";202507;2025-07-01;6
"3799-91";202502;2025-02-03;7
"3801-15";202406;2024-06-03;7
"3801-56";202310;2023-10-02;5
"3804-62";202503;2025-03-03;6
"3805-18";202207;2022-07-01;8
"3805-50";202502;2025-02-03;7
"3805-95";202505;2025-05-02;6
"3807-38";202403;2024-03-01;7
"3807-56";202304;2023-04-03;8
"3808-26";202507;2025-07-01;4
"3808-83";202404;2024-04-01;7
"3809-45";202506;2025-06-02;7
"3812-52";202403;2024-03-01;7
"3813-25";202406;2024-06-03;8
"3813-62";202312;2023-12-01;6
"3814-74";202402;2024-02-01;8
"3816-22";202404;2024-04-01;6
"3816-98";202503;2025-03-03;5
"3818-46";202506;2025-06-02;6
"3818-55";202410;2024-10-01;6
"3820-31";202511;2025-11-03;6
"3822-59";202508;2025-08-01;8
"3826-85";202210;2022-10-03;8
"3827-93";202205;2022-05-02;9
"3828-18";202512;2025-12-01;6
"3830-18";202510;2025-10-01;7
"3830-49";202209;2022-09-01;7
"3830-63";202509;2025-09-01;7
"3831-39";202512;2025-12-01;6
"3832-15";202503;2025-03-03;7
"3832-57";202503;2025-03-03;6
"3832-83";202502;2025-02-03;6
"3833-14";202501;2025-01-02;5
"3833-69";202508;2025-08-01;6
"3835-65";202505;2025-05-02;8
"3836-13";202508;2025-08-01;6
"3837-26";202507;2025-07-01;5
"3838-30";202507;2025-07-01;8
"3841-77";202307;2023-07-03;8
"3841-85";202512;2025-12-01;6
"3842-53";202504;2025-04-01;6
"3843-42";202410;2024-10-01;6
"3843-59";202502;2025-02-03;4
"3843-98";202510;2025-10-01;6
"3845-33";202310;2023-10-02;8
"3845-44";202503;2025-03-03;5
"3845-62";202408;2024-08-01;6
"3845-76";202502;2025-02-03;7
"3845-86";202509;2025-09-01;7
"3846-53";202512;2025-12-01;7
"3846-74";202403;2024-03-01;7
"3847-62";202207;2022-07-01;8
"3848-20";202509;2025-09-01;6
"3849-10";202501;2025-01-02;6
"3850-18";202512;2025-12-01;6
"3850-71";202408;2024-08-01;6
"3851-60";202405;2024-05-02;5
"3852-33";202203;2022-03-01;8
"3853-14";202411;2024-11-04;8
"3854-38";202201;2022-01-03;9
"3855-39";202509;2025-09-01;7
"3855-62";202412;2024-12-02;5
"3856-46";202501;2025-01-02;7
"3856-85";202411;2024-11-04;7
"3856-96";202506;2025-06-02;8
"3857-44";202512;2025-12-01;6
"3858-14";202505;2025-05-02;7
"3858-46";202407;2024-07-01;7
"3858-90";202505;2025-05-02;6
"3859-78";202301;2023-01-02;6
"3860-56";202404;2024-04-01;6
"3862-76";202305;2023-05-02;8
"3863-35";202502;2025-02-03;6
"3865-33";202507;2025-07-01;5
"3865-85";202308;2023-08-01;9
"3866-20";202411;2024-11-04;6
"3866-40";202502;2025-02-03;6
"3867-40";202506;2025-06-02;7
"3868-69";202510;2025-10-01;6
"3868-96";202506;2025-06-02;7
"3869-40";202512;2025-12-01;6
"3873-49";202308;2023-08-01;6
"3875-12";202507;2025-07-01;6
"3875-29";202503;2025-03-03;5
"3875-75";202511;2025-11-03;7
"3875-99";202209;2022-09-01;9
"3876-21";202506;2025-06-02;7
"3876-93";202510;2025-10-01;7
"3876-96";202402;2024-02-01;6
"3877-58";202507;2025-07-01;7
"3878-19";202509;2025-09-01;5
"3879-10";202504;2025-04-01;5
"3879-93";202411;2024-11-04;7
"3880-45";202512;2025-12-01;4
"3882-21";202501;2025-01-02;4
"3882-96";202405;2024-05-02;8
"3883-36";202411;2024-11-04;7
"3885-41";202407;2024-07-01;6
"3886-29";202304;2023-04-03;7
"3887-36";202509;2025-09-01;8
"3888-77";202509;2025-09-01;6
"3888-81";202406;2024-06-03;5
"3889-57";202505;2025-05-02;7
"3889-67";202512;2025-12-01;6
"3891-79";202509;2025-09-01;6
"3894-72";202410;2024-10-01;5
"3894-89";202509;2025-09-01;6
"3895-32";202512;2025-12-01;6
"3895-68";202510;2025-10-01;5
"3895-84";202302;2023-02-01;9
"3896-36";202507;2025-07-01;6
"3896-64";202410;2024-10-01;5
"3896-73";202512;2025-12-01;7
"3897-52";202401;2024-01-02;6
"3899-67";202508;2025-08-01;6
"3900-33";202502;2025-02-03;7
"3900-57";202505;2025-05-02;6
"3900-96";202311;2023-11-02;8
"3902-32";202510;2025-10-01;7
"3903-57";202505;2025-05-02;7
"3905-90";202510;2025-10-01;5
"3907-14";202508;2025-08-01;5
"3908-15";202512;2025-12-01;5
"3908-78";202310;2023-10-02;5
"3909-77";202501;2025-01-02;7
"3910-52";202410;2024-10-01;7
"3911-25";202406;2024-06-03;8
"3912-33";202512;2025-12-01;5
"3912-59";202509;2025-09-01;5
"3913-29";202409;2024-09-02;6
"3913-77";202508;2025-08-01;6
"3914-48";202510;2025-10-01;5
"3914-80";202304;2023-04-03;6
"3916-23";202410;2024-10-01;5
"3916-51";202405;2024-05-02;4
"3918-41";202509;2025-09-01;8
"3919-17";202411;2024-11-04;5
"3919-31";202507;2025-07-01;7
"3922-95";202404;2024-04-01;6
"3923-63";202506;2025-06-02;6
"3924-18";202509;2025-09-01;4
"3924-34";202511;2025-11-03;6
"3926-56";202411;2024-11-04;6
"3927-57";202412;2024-12-02;4
"3929-66";202506;2025-06-02;6
"3930-22";202408;2024-08-01;7
"3931-46";202512;2025-12-01;6
"3932-10";202306;2023-06-01;6
"3932-84";202312;2023-12-01;8
"3933-67";202403;2024-03-01;7
"3934-70";202307;2023-07-03;5
"3936-54";202504;2025-04-01;8
"3939-29";202507;2025-07-01;6
"3939-64";202511;2025-11-03;7
"3942-13";202307;2023-07-03;7
"3942-29";202506;2025-06-02;4
"3942-47";202508;2025-08-01;6
"3945-24";202509;2025-09-01;5
"3945-32";202508;2025-08-01;5
"3945-72";202505;2025-05-02;6
"3945-97";202508;2025-08-01;5
"3950-41";202507;2025-07-01;5
"3950-43";202402;2024-02-01;6
"3950-83";202412;2024-12-02;6
"3952-44";202409;2024-09-02;8
"3953-98";202505;2025-05-02;6
"3954-23";202511;2025-11-03;7
"3955-84";202310;2023-10-02;6
"3958-70";202505;2025-05-02;6
"3960-20";202510;2025-10-01;5
"3960-47";202505;2025-05-02;6
"3960-55";202503;2025-03-03;7
"3961-47";202512;2025-12-01;6
"3962-31";202509;2025-09-01;5
"3965-57";202304;2023-04-03;7
"3966-21";202410;2024-10-01;8
"3966-34";202508;2025-08-01;5
"3968-56";202511;2025-11-03;7
"3969-15";202208;2022-08-01;7
"3969-44";202304;2023-04-03;5
"3969-71";202409;2024-09-02;6
"3970-17";202412;2024-12-02;6
"3970-91";202512;2025-12-01;6
"3971-30";202501;2025-01-02;6
"3972-77";202407;2024-07-01;7
"3973-80";202510;2025-10-01;3
"3974-21";202512;2025-12-01;5
"3975-16";202411;2024-11-04;8
"3975-31";202512;2025-12-01;6
"3975-46";202312;2023-12-01;7
"3976-49";202410;2024-10-01;6
"3978-21";202512;2025-12-01;6
"3980-50";202405;2024-05-02;6
"3980-91";202211;2022-11-02;7
"3982-33";202212;2022-12-01;8
"3984-98";202510;2025-10-01;5
"3985-25";202506;2025-06-02;7
"3990-39";202312;2023-12-01;6
"3991-32";202412;2024-12-02;5
"3993-43";202409;2024-09-02;7
"3993-48";202502;2025-02-03;6
"3993-68";202503;2025-03-03;6
"3993-88";202409;2024-09-02;8
"3994-41";202406;2024-06-03;6
"3994-71";202507;2025-07-01;7
"3994-76";202502;2025-02-03;5
"3996-57";202505;2025-05-02;6
"3996-66";202507;2025-07-01;7
"3998-66";202403;2024-03-01;7
"3998-81";202501;2025-01-02;7
"4002-70";202403;2024-03-01;6
"4002-95";202402;2024-02-01;7
"4003-62";202509;2025-09-01;7
"4005-27";202412;2024-12-02;8
"4007-30";202405;2024-05-02;6
"4008-44";202210;2022-10-03;8
"4008-87";202312;2023-12-01;7
"4011-68";202505;2025-05-02;6
"4012-94";202507;2025-07-01;6
"4013-87";202511;2025-11-03;6
"4014-44";202512;2025-12-01;7
"4015-71";202507;2025-07-01;5
"4017-10";202510;2025-10-01;6
"4017-79";202512;2025-12-01;7
"4017-88";202209;2022-09-01;7
"4019-61";202501;2025-01-02;7
"4020-36";202510;2025-10-01;6
"4021-52";202506;2025-06-02;5
"4021-94";202510;2025-10-01;5
"4023-35";202505;2025-05-02;4
"4023-87";202507;2025-07-01;5
"4024-62";202411;2024-11-04;5
"4026-11";202509;2025-09-01;8
"4027-39";202510;2025-10-01;8
"4027-58";202504;2025-04-01;6
"4031-49";202401;2024-01-02;5
"4031-90";202508;2025-08-01;6
"4033-89";202504;2025-04-01;8
"4034-45";202212;2022-12-01;7
"4034-63";202506;2025-06-02;5
"4036-62";202509;2025-09-01;6
"4038-48";202511;2025-11-03;7
"4038-64";202506;2025-06-02;6
"4041-24";202511;2025-11-03;6
"4041-74";202412;2024-12-02;6
"4041-83";202502;2025-02-03;6
"4042-86";202405;2024-05-02;5
"4043-31";202507;2025-07-01;7
"4043-46";202512;2025-12-01;6
"4044-18";202307;2023-07-03;8
"4046-20";202311;2023-11-02;6
"4046-69";202202;2022-02-01;9
"4046-71";202506;2025-06-02;6
"4048-42";202508;2025-08-01;5
"4048-89";202412;2024-12-02;6
"4050-23";202508;2025-08-01;7
"4050-52";202212;2022-12-01;7
"4051-98";202409;2024-09-02;7
"4054-72";202504;2025-04-01;7
"4054-86";202401;2024-01-02;9
"4055-53";202305;2023-05-02;8
"4055-66";202511;2025-11-03;5
"4055-79";202310;2023-10-02;9
"4056-62";202404;2024-04-01;7
"4056-96";202510;2025-10-01;6
"4057-19";202408;2024-08-01;6
"4057-22";202410;2024-10-01;8
"4058-32";202506;2025-06-02;7
"4058-70";202410;2024-10-01;6
"4059-18";202310;2023-10-02;8
"4061-49";202504;2025-04-01;6
"4063-31";202506;2025-06-02;7
"4063-73";202310;2023-10-02;8
"4064-46";202504;2025-04-01;9
"4067-80";202402;2024-02-01;8
"4068-56";202210;2022-10-03;7
"4071-85";202307;2023-07-03;6
"4072-60";202204;2022-04-01;8
"4072-61";202211;2022-11-02;9
"4074-94";202507;2025-07-01;5
"4075-45";202507;2025-07-01;7
"4077-29";202508;2025-08-01;6
"4078-37";202409;2024-09-02;5
"4079-96";202508;2025-08-01;6
"4081-18";202310;2023-10-02;8
"4082-35";202510;2025-10-01;7
"4082-69";202205;2022-05-02;8
"4083-27";202403;2024-03-01;6
"4083-37";202510;2025-10-01;6
"4083-65";202507;2025-07-01;7
"4084-78";202308;2023-08-01;6
"4086-79";202412;2024-12-02;7
"4087-29";202507;2025-07-01;6
"4088-25";202512;2025-12-01;4
"4088-61";202204;2022-04-01;9
"4088-75";202501;2025-01-02;6
"4090-66";202306;2023-06-01;7
"4090-71";202501;2025-01-02;4
"4092-24";202510;2025-10-01;8
"4092-64";202307;2023-07-03;6
"4093-77";202507;2025-07-01;4
"4094-43";202401;2024-01-02;7
"4095-10";202510;2025-10-01;6
"4098-93";202505;2025-05-02;7
"4099-36";202507;2025-07-01;3
"4100-10";202506;2025-06-02;7
"4100-26";202411;2024-11-04;7
"4100-36";202511;2025-11-03;6
"4100-42";202508;2025-08-01;6
"4103-82";202512;2025-12-01;5
"4105-39";202510;2025-10-01;6
"4109-85";202309;2023-09-01;6
"4110-16";202410;2024-10-01;6
"4112-42";202504;2025-04-01;6
"4112-57";202408;2024-08-01;6
"4114-39";202406;2024-06-03;7
"4115-20";202505;2025-05-02;6
"4115-23";202402;2024-02-01;7
"4115-84";202301;2023-01-02;9
"4117-44";202508;2025-08-01;7
"4118-65";202306;2023-06-01;6
"4120-32";202502;2025-02-03;7
"4120-35";202405;2024-05-02;4
"4121-97";202510;2025-10-01;6
"4122-19";202412;2024-12-02;7
"4122-84";202208;2022-08-01;5
"4123-87";202512;2025-12-01;7
"4124-25";202402;2024-02-01;6
"4124-31";202408;2024-08-01;5
"4124-54";202510;2025-10-01;6
"4124-66";202403;2024-03-01;8
"4124-77";202503;2025-03-03;7
"4125-93";202510;2025-10-01;7
"4126-43";202512;2025-12-01;7
"4127-30";202509;2025-09-01;6
"4127-32";202511;2025-11-03;5
"4127-75";202401;2024-01-02;9
"4128-32";202504;2025-04-01;7
"4129-51";202410;2024-10-01;7
"4129-94";202511;2025-11-03;5
"4131-33";202503;2025-03-03;6
"4132-18";202406;2024-06-03;7
"4133-71";202405;2024-05-02;4
"4135-41";202311;2023-11-02;7
"4136-65";202412;2024-12-02;8
"4139-75";202407;2024-07-01;7
"4140-18";202408;2024-08-01;8
"4141-81";202511;2025-11-03;7
"4142-44";202308;2023-08-01;10
"4142-99";202502;2025-02-03;7
"4144-75";202402;2024-02-01;6
"4145-32";202202;2022-02-01;10
"4145-41";202203;2022-03-01;8
"4146-43";202504;2025-04-01;8
"4147-36";202307;2023-07-03;5
"4147-87";202407;2024-07-01;7
"4148-18";202504;2025-04-01;6
"4149-14";202512;2025-12-01;6
"4149-64";202411;2024-11-04;6
"4150-48";202409;2024-09-02;6
"4150-52";202507;2025-07-01;7
"4151-49";202510;2025-10-01;5
"4151-54";202407;2024-07-01;7
"4153-53";202301;2023-01-02;8
"4154-39";202208;2022-08-01;6
"4154-87";202303;2023-03-01;6
"4154-98";202410;2024-10-01;7
"4155-56";202501;2025-01-02;5
"4158-48";202204;2022-04-01;8
"4158-92";202301;2023-01-02;7
"4159-40";202504;2025-04-01;5
"4159-58";202412;2024-12-02;7
"4160-89";202509;2025-09-01;5
"4161-22";202412;2024-12-02;6
"4162-41";202508;2025-08-01;6
"4162-86";202307;2023-07-03;7
"4163-28";202403;2024-03-01;6
"4165-60";202511;2025-11-03;7
"4165-79";202511;2025-11-03;5
"4166-29";202411;2024-11-04;7
"4167-31";202406;2024-06-03;6
"4169-90";202404;2024-04-01;6
"4171-29";202401;2024-01-02;6
"4171-35";202303;2023-03-01;7
"4171-46";202501;2025-01-02;5
"4171-61";202504;2025-04-01;7
"4171-97";202509;2025-09-01;6
"4172-18";202304;2023-04-03;7
"4172-24";202306;2023-06-01;5
"4172-50";202303;2023-03-01;8
"4172-73";202505;2025-05-02;5
"4174-57";202410;2024-10-01;7
"4174-86";202311;2023-11-02;6
"4175-21";202508;2025-08-01;5
"4177-64";202408;2024-08-01;7
"4177-76";202301;2023-01-02;7
"4177-91";202505;2025-05-02;5
"4180-58";202503;2025-03-03;5
"4181-62";202205;2022-05-02;8
"4182-51";202412;2024-12-02;4
"4182-95";202503;2025-03-03;5
"4183-25";202506;2025-06-02;6
"4186-33";202511;2025-11-03;7
"4186-43";202512;2025-12-01;5
"4188-94";202311;2023-11-02;7
"4189-62";202307;2023-07-03;6
"4189-93";202512;2025-12-01;4
"4191-35";202511;2025-11-03;6
"4192-98";202506;2025-06-02;7
"4193-69";202506;2025-06-02;7
"4194-26";202504;2025-04-01;6
"4194-88";202505;2025-05-02;7
"4195-14";202410;2024-10-01;6
"4196-41";202502;2025-02-03;8
"4196-46";202501;2025-01-02;7
"4198-84";202502;2025-02-03;6
"4198-92";202503;2025-03-03;6
