"ID_CLIENTE";"NEMO"
"6278-99";"PARAUCO.SN"
"6279-25";"VAPORES.SN"
"6279-25";"CENCOSUD.SN"
"6279-25";"EMBONOR-B.SN"
"6279-70";"BESALCO.SN"
"6283-46";"ANTARCHILE.SN"
"6283-46";"SQM-A.SN"
"6283-46";"VAPORES.SN"
"6283-46";"LAS-CONDES.SN"
"6283-46";"COPEC.SN"
"6283-46";"CHILE.SN"
"6283-46";"ANDINA-B.SN"
"6283-46";"LTM.SN"
"6283-46";"CMPC.SN"
"6283-46";"BSANTANDER.SN"
"6283-49";"CAP.SN"
"6283-49";"ENELAM.SN"
"6283-49";"LTM.SN"
"6283-49";"KHC"
"6283-60";"ANDINA-B.SN"
"6283-60";"RIPLEY.SN"
"6283-60";"AGUAS-A.SN"
"6283-60";"CHILE.SN"
"6283-60";"QUINENCO.SN"
"6283-60";"COPEC.SN"
"6283-60";"BSANTANDER.SN"
"6283-65";"NVDA"
"6283-65";"HBAN"
"6283-65";"ABC.SN"
"6285-34";"AGUAS-A.SN"
"6285-34";"LTM.SN"
"6285-34";"ILC.SN"
"6285-34";"SQM-B.SN"
"6291-82";"CCU.SN"
"6291-82";"ENELCHILE.SN"
"6291-82";"BSANTANDER.SN"
"6291-82";"SOQUICOM.SN"
"6295-81";"CENCOSUD.SN"
"6295-81";"COLBUN.SN"
"6295-81";"ITAUCL.SN"
"6295-81";"SOQUICOM.SN"
"6295-81";"ECL.SN"
"6295-81";"BCI.SN"
"6295-81";"CAP.SN"
"6295-81";"BSANTANDER.SN"
"6299-65";"MU"
"6299-65";"AMZN"
"6299-65";"BAC"
"6299-65";"COPEC.SN"
"6299-65";"ANDINA-B.SN"
"6303-43";"BSANTANDER.SN"
"6303-43";"AAPL"
"6303-43";"CMPC.SN"
"6303-43";"NITRATOS.SN"
"6303-43";"BKR"
"6303-43";"VAPORES.SN"
"6303-43";"LTM.SN"
"6303-43";"MSFT"
"6303-43";"INTC"
"6304-19";"GOOGL"
"6304-19";"ITAUCL.SN"
"6304-19";"COLBUN.SN"
"6304-19";"PARAUCO.SN"
"6304-19";"NVDA"
"6304-19";"ZOFRI.SN"
"6304-19";"SQM-A.SN"
"6304-19";"CENCOSUD.SN"
"6304-19";"FALABELLA.SN"
"6304-50";"FALABELLA.SN"
"6304-50";"COLBUN.SN"
"6304-50";"LTM.SN"
"6304-50";"ANTARCHILE.SN"
"6310-57";"AAISA.SN"
"6310-57";"BSANTANDER.SN"
"6310-57";"HABITAT.SN"
"6310-57";"ANDINA-B.SN"
"6310-57";"VAPORES.SN"
"6310-57";"MALLPLAZA.SN"
"6310-87";"INTC"
"6310-87";"HBAN"
"6310-87";"T"
"6310-87";"MASISA.SN"
"6311-16";"COPEC.SN"
"6311-16";"ENELCHILE.SN"
"6311-16";"CCU.SN"
"6311-16";"MALLPLAZA.SN"
"6311-16";"SOQUICOM.SN"
"6311-16";"ITAUCL.SN"
"6311-16";"BCI.SN"
"6311-16";"SMU.SN"
"6311-16";"SQM-A.SN"
"6312-21";"CCL"
"6312-21";"AMZN"
"6312-21";"ENELAM.SN"
"6312-21";"BSANTANDER.SN"
"6312-21";"INTC"
"6312-21";"LAS-CONDES.SN"
"6312-98";"NFLX"
"6312-98";"INTC"
"6312-98";"CMPC.SN"
"6312-98";"FALABELLA.SN"
"6313-54";"IAM.SN"
"6313-54";"ZOFRI.SN"
"6313-54";"LTM.SN"
"6313-54";"RIPLEY.SN"
"6313-54";"BSANTANDER.SN"
"6313-54";"SQM-B.SN"
"6313-54";"ENELAM.SN"
"6313-54";"BCI.SN"
"6314-43";"SONDA.SN"
"6314-43";"LTM.SN"
"6314-43";"BCI.SN"
"6314-43";"MASISA.SN"
"6314-43";"BSANTANDER.SN"
"6314-43";"DOC"
"6314-43";"ANDINA-B.SN"
"6314-43";"INVERCAP.SN"
"6314-43";"MALLPLAZA.SN"
"6314-52";"SQM-B.SN"
"6314-52";"GOOG"
"6314-52";"T"
"6314-52";"VAPORES.SN"
"6314-52";"PFE"
"6314-52";"WMB"
"6315-35";"RIPLEY.SN"
"6315-35";"ITAUCL.SN"
"6315-35";"CMPC.SN"
"6316-65";"PARAUCO.SN"
"6316-65";"BSANTANDER.SN"
"6316-65";"ZOFRI.SN"
"6316-65";"MASISA.SN"
"6316-65";"FALABELLA.SN"
"6316-65";"ENELAM.SN"
"6316-65";"COPEC.SN"
"6318-65";"ANET"
"6318-65";"CHILE.SN"
"6318-65";"BCI.SN"
"6318-65";"AAPL"
"6318-65";"DIS"
"6318-65";"AMZN"
"6318-65";"WBD"
"6318-65";"T"
"6318-65";"PFE"
"6318-65";"CMCSA"
"6321-48";"INTC"
"6321-48";"NVDA"
"6321-48";"HBAN"
"6323-29";"BSANTANDER.SN"
"6323-29";"ECL.SN"
"6323-29";"BCI.SN"
"6323-98";"COLBUN.SN"
"6323-98";"CCU.SN"
"6323-98";"ENTEL.SN"
"6323-98";"ENELCHILE.SN"
"6323-98";"SQM-B.SN"
"6326-86";"T"
"6326-86";"TFC"
"6326-86";"ENTEL.SN"
"6326-86";"NVDA"
"6326-86";"F"
"6326-86";"CMCSA"
"6326-86";"BAC"
"6326-86";"CCL"
"6330-96";"OXY"
"6331-11";"NVDA"
"6331-11";"FAST"
"6331-11";"GOOG"
"6331-11";"TSLA"
"6331-11";"CCL"
"6331-11";"CENCOSUD.SN"
"6331-11";"WMT"
"6331-11";"ANDINA-B.SN"
"6331-11";"AMZN"
"6331-11";"AAPL"
"6331-12";"CMCSA"
"6331-12";"PFE"
"6331-12";"AMAT"
"6331-12";"NOW"
"6331-12";"AMZN"
"6331-12";"CCL"
"6331-12";"T"
"6331-12";"AAPL"
"6331-12";"CAP.SN"
"6331-76";"CAP.SN"
"6331-76";"RIPLEY.SN"
"6331-76";"COPEC.SN"
"6331-76";"CMPC.SN"
"6331-76";"CENCOSUD.SN"
"6331-76";"CCU.SN"
"6332-87";"ENTEL.SN"
"6332-87";"NCLH"
"6335-31";"F"
"6335-31";"SMU.SN"
"6335-31";"SALFACORP.SN"
"6335-31";"CAP.SN"
"6335-31";"JPM"
"6335-31";"GOOG"
"6335-31";"INTC"
"6335-31";"CHILE.SN"
"6335-31";"BSANTANDER.SN"
"6335-31";"CCU.SN"
"6340-43";"CCU.SN"
"6340-43";"CHILE.SN"
"6340-43";"ANDINA-B.SN"
"6340-43";"ZOFRI.SN"
"6340-43";"COPEC.SN"
"6347-51";"MALLPLAZA.SN"
"6347-51";"ANDINA-B.SN"
"6347-51";"ABC.SN"
"6347-51";"BSANTANDER.SN"
"6347-51";"CHILE.SN"
"6347-51";"NITRATOS.SN"
"6347-51";"ENELAM.SN"
"6348-65";"AMD"
"6348-65";"APA"
"6348-65";"GOOG"
"6348-65";"WBD"
"6348-65";"TSLA"
"6350-74";"VAPORES.SN"
"6350-74";"FALABELLA.SN"
"6350-74";"GOOG"
"6350-74";"F"
"6350-74";"T"
"6350-74";"NEE"
"6356-59";"ITAUCL.SN"
"6356-59";"ENELAM.SN"
"6356-59";"SALFACORP.SN"
"6356-59";"ENELCHILE.SN"
"6356-59";"SOQUICOM.SN"
"6356-59";"COLBUN.SN"
"6356-59";"SQM-B.SN"
"6356-59";"PARAUCO.SN"
"6356-59";"ZOFRI.SN"
"6356-59";"CHILE.SN"
"6361-20";"CMPC.SN"
"6361-20";"CHILE.SN"
"6361-20";"SQM-A.SN"
"6362-75";"BSANTANDER.SN"
"6362-75";"CENCOSUD.SN"
"6362-75";"PARAUCO.SN"
"6362-75";"LAS-CONDES.SN"
"6365-33";"WMB"
"6365-33";"GOOG"
"6365-33";"AMZN"
"6365-33";"T"
"6365-33";"RIPLEY.SN"
"6365-33";"MU"
"6365-33";"CMPC.SN"
"6365-33";"CHILE.SN"
"6367-15";"INVERCAP.SN"
"6367-15";"AGUAS-A.SN"
"6367-15";"BSANTANDER.SN"
"6372-64";"META"
"6372-64";"ANDINA-B.SN"
"6372-64";"BSANTANDER.SN"
"6373-70";"MALLPLAZA.SN"
"6373-70";"CMPC.SN"
"6377-28";"ENELCHILE.SN"
"6377-28";"MALLPLAZA.SN"
"6377-28";"ENELAM.SN"
"6377-28";"COLBUN.SN"
"6377-28";"IAM.SN"
"6377-28";"AAISA.SN"
"6379-25";"HBAN"
"6379-25";"WBD"
"6379-25";"MALLPLAZA.SN"
"6379-25";"T"
"6379-25";"CVS"
"6379-25";"BAC"
"6379-25";"NVDA"
"6379-25";"COLBUN.SN"
"6379-80";"GOOG"
"6379-80";"CMG"
"6379-80";"T"
"6379-80";"CAP.SN"
"6379-80";"TSLA"
"6379-80";"GOOGL"
"6380-84";"BCI.SN"
"6380-84";"ZOFRI.SN"
"6380-84";"ANTARCHILE.SN"
"6380-84";"CHILE.SN"
"6380-84";"COPEC.SN"
"6380-84";"PARAUCO.SN"
"6380-84";"ITAUCL.SN"
"6382-25";"CCU.SN"
"6382-25";"ILC.SN"
"6382-25";"CENCOSUD.SN"
"6385-14";"CSCO"
"6385-14";"HBAN"
"6385-14";"CHILE.SN"
"6385-14";"F"
"6385-14";"ECL.SN"
"6385-14";"AAPL"
"6385-14";"BCI.SN"
"6389-87";"MDT"
"6390-22";"C"
"6390-22";"CONCHATORO.SN"
"6392-68";"BSX"
"6393-89";"VAPORES.SN"
"6393-89";"ANDINA-B.SN"
"6393-89";"SQM-B.SN"
"6393-89";"ECL.SN"
"6393-89";"FALABELLA.SN"
"6393-89";"BSANTANDER.SN"
"6393-89";"CENCOMALLS.SN"
"6395-30";"ANTARCHILE.SN"
"6395-30";"MCHP"
"6395-30";"PARAUCO.SN"
"6395-30";"LTM.SN"
"6395-30";"COPEC.SN"
"6397-19";"ORCL"
"6397-19";"AMZN"
"6397-19";"HBAN"
"6397-19";"NVDA"
"6397-19";"SOQUICOM.SN"
"6400-11";"CCU.SN"
"6400-11";"ENELAM.SN"
"6400-11";"AAISA.SN"
"6400-11";"MALLPLAZA.SN"
"6400-11";"FALABELLA.SN"
"6400-65";"RIPLEY.SN"
"6400-65";"LTM.SN"
"6400-65";"ENELAM.SN"
"6400-65";"ENELCHILE.SN"
"6402-41";"AGUAS-A.SN"
"6402-41";"ITAUCL.SN"
"6402-41";"MASISA.SN"
"6402-41";"HITES.SN"
"6402-41";"ENELAM.SN"
"6402-41";"MALLPLAZA.SN"
"6405-19";"HITES.SN"
"6405-19";"CCU.SN"
"6405-19";"PARAUCO.SN"
"6405-19";"LTM.SN"
"6405-19";"CHILE.SN"
"6405-19";"NITRATOS.SN"
"6405-19";"ENELCHILE.SN"
"6410-11";"CENCOMALLS.SN"
"6410-73";"BAC"
"6410-73";"AAPL"
"6410-73";"VFC"
"6410-73";"MSFT"
"6410-73";"NITRATOS.SN"
"6410-73";"AMZN"
"6410-73";"HBAN"
"6416-73";"BESALCO.SN"
"6416-73";"NKE"
"6416-73";"SMU.SN"
"6416-73";"AGUAS-A.SN"
"6416-73";"CENCOSUD.SN"
"6416-73";"ORO-BLANCO.SN"
"6416-73";"CHILE.SN"
"6417-51";"CMCSA"
"6417-51";"COLBUN.SN"
"6417-51";"WDC"
"6417-51";"T"
"6417-51";"ITAUCL.SN"
"6417-51";"INTC"
"6417-78";"ZOFRI.SN"
"6417-83";"ANDINA-A.SN"
"6417-83";"ANDINA-B.SN"
"6417-83";"FALABELLA.SN"
"6417-83";"CMPC.SN"
"6417-83";"BSANTANDER.SN"
"6417-83";"AAISA.SN"
"6417-83";"ITAUCL.SN"
"6420-69";"CMCSA"
"6420-69";"LAS-CONDES.SN"
"6420-69";"F"
"6422-82";"AGUAS-A.SN"
"6422-82";"ENELGXCH.SN"
"6422-82";"ENELCHILE.SN"
"6422-82";"FALABELLA.SN"
"6423-16";"CCU.SN"
"6423-16";"MALLPLAZA.SN"
"6423-16";"CENCOSUD.SN"
"6423-16";"LAS-CONDES.SN"
"6423-16";"ANDINA-A.SN"
"6423-16";"ENELAM.SN"
"6423-16";"BCI.SN"
"6423-16";"ENELCHILE.SN"
"6423-16";"COPEC.SN"
"6423-85";"PARAUCO.SN"
"6423-85";"MALLPLAZA.SN"
"6423-85";"COPEC.SN"
"6423-85";"ECL.SN"
"6423-85";"ENELAM.SN"
"6423-85";"ENELGXCH.SN"
"6427-51";"NEM"
"6427-51";"INTC"
"6427-51";"T"
"6427-51";"SOQUICOM.SN"
"6427-51";"CAG"
"6427-51";"TSLA"
"6427-51";"GOOGL"
"6427-51";"AMD"
"6427-51";"MU"
"6429-37";"AGUAS-A.SN"
"6429-37";"CMPC.SN"
"6429-37";"NITRATOS.SN"
"6429-37";"SQM-B.SN"
"6429-37";"RIPLEY.SN"
"6429-37";"COPEC.SN"
"6429-37";"ENELAM.SN"
"6429-37";"CENCOMALLS.SN"
"6429-37";"MALLPLAZA.SN"
"6429-37";"CHILE.SN"
"6429-64";"ANTARCHILE.SN"
"6431-51";"ANET"
"6431-51";"SOCOVESA.SN"
"6433-95";"ENELGXCH.SN"
"6433-95";"CCU.SN"
"6433-95";"ORO-BLANCO.SN"
"6433-95";"ITAUCL.SN"
"6433-95";"SOQUICOM.SN"
"6433-95";"CENCOSUD.SN"
"6433-95";"ENELCHILE.SN"
"6433-95";"AGUAS-A.SN"
"6435-18";"VAPORES.SN"
"6435-18";"BESALCO.SN"
"6435-18";"LTM.SN"
"6435-18";"PROVIDA.SN"
"6435-18";"ANDINA-B.SN"
"6435-18";"CONCHATORO.SN"
"6435-18";"SQM-B.SN"
"6435-18";"CHILE.SN"
"6435-96";"OXY"
"6436-57";"INVERCAP.SN"
"6436-57";"SOQUICOM.SN"
"6436-57";"SQM-B.SN"
"6436-57";"COLBUN.SN"
"6436-57";"ENELCHILE.SN"
"6436-57";"BCI.SN"
"6436-57";"AGUAS-A.SN"
"6436-57";"MALLPLAZA.SN"
"6436-57";"FALABELLA.SN"
"6438-97";"IAM.SN"
"6442-61";"OXY"
"6442-61";"ENELAM.SN"
"6442-61";"ENELCHILE.SN"
"6442-61";"SOCOVESA.SN"
"6442-61";"CHILE.SN"
"6442-61";"CCU.SN"
"6442-61";"SONDA.SN"
"6442-96";"SMU.SN"
"6442-96";"LAS-CONDES.SN"
"6442-96";"COPEC.SN"
"6442-96";"CMPC.SN"
"6442-96";"CAP.SN"
"6442-96";"CENCOSUD.SN"
"6442-96";"FALABELLA.SN"
"6442-96";"CHILE.SN"
"6442-96";"SQM-A.SN"
"6442-96";"CCU.SN"
"6443-32";"ORO-BLANCO.SN"
"6443-72";"MU"
"6443-72";"SQM-A.SN"
"6443-72";"AMD"
"6443-72";"ENELAM.SN"
"6443-72";"TSLA"
"6443-72";"PYPL"
"6443-72";"SQM-B.SN"
"6443-72";"NVDA"
"6443-72";"WBD"
"6444-53";"APA"
"6444-53";"COPEC.SN"
"6444-53";"T"
"6444-53";"QUINENCO.SN"
"6444-53";"SQM-B.SN"
"6444-53";"VAPORES.SN"
"6444-53";"PFE"
"6444-53";"CCU.SN"
"6444-53";"NFLX"
"6450-89";"CHILE.SN"
"6450-89";"SQM-A.SN"
"6450-89";"LTM.SN"
"6450-89";"ILC.SN"
"6450-89";"ANDINA-B.SN"
"6450-89";"FALABELLA.SN"
"6450-89";"ENELAM.SN"
"6452-13";"WBD"
"6452-13";"AGUAS-A.SN"
"6452-13";"PFE"
"6452-13";"F"
"6452-13";"ITAUCL.SN"
"6452-97";"AES"
"6453-21";"ANDINA-B.SN"
"6453-21";"CHILE.SN"
"6453-21";"GOOG"
"6453-21";"F"
"6453-21";"ITAUCL.SN"
"6453-21";"MALLPLAZA.SN"
"6453-21";"CAP.SN"
"6453-21";"IAM.SN"
"6453-21";"BCI.SN"
"6454-38";"SQM-A.SN"
"6456-13";"NVDA"
"6456-13";"NFLX"
"6456-13";"BAC"
"6456-13";"PFE"
"6456-13";"HST"
"6456-13";"CMCSA"
"6456-13";"AMZN"
"6457-18";"BMY"
"6457-18";"HITES.SN"
"6457-18";"PARAUCO.SN"
"6457-18";"ENELCHILE.SN"
"6457-18";"CCU.SN"
"6457-18";"COPEC.SN"
"6458-46";"AGUAS-A.SN"
"6458-46";"BSANTANDER.SN"
"6458-46";"LAS-CONDES.SN"
"6458-46";"CMPC.SN"
"6458-46";"ENELCHILE.SN"
"6458-46";"EMBONOR-B.SN"
"6458-46";"PARAUCO.SN"
"6458-46";"CENCOSUD.SN"
"6458-46";"CHILE.SN"
"6460-59";"ANDINA-A.SN"
"6460-59";"SQM-B.SN"
"6460-59";"AMZN"
"6460-59";"CMCSA"
"6460-59";"SMU.SN"
"6462-47";"AAPL"
"6462-47";"ABC.SN"
"6462-47";"USB"
"6462-47";"HBAN"
"6462-47";"T"
"6462-47";"MU"
"6463-48";"CTRA"
"6463-48";"GOOG"
"6463-48";"BAC"
"6463-48";"MASISA.SN"
"6463-48";"NFLX"
"6463-48";"TSLA"
"6464-35";"BSANTANDER.SN"
"6464-35";"CCU.SN"
"6464-35";"SOQUICOM.SN"
"6464-35";"ENELCHILE.SN"
"6464-35";"VAPORES.SN"
"6464-35";"CHILE.SN"
"6464-35";"PANW"
"6464-35";"SMU.SN"
"6464-35";"SQM-A.SN"
"6464-35";"FALABELLA.SN"
"6470-31";"AGUAS-A.SN"
"6470-31";"MALLPLAZA.SN"
"6470-31";"CONCHATORO.SN"
"6470-31";"COPEC.SN"
"6470-31";"CMPC.SN"
"6470-31";"ENELCHILE.SN"
"6470-31";"ECL.SN"
"6470-31";"CENCOMALLS.SN"
"6472-42";"ILC.SN"
"6472-42";"ENELAM.SN"
"6472-42";"CMPC.SN"
"6472-42";"CCU.SN"
"6472-42";"ITAUCL.SN"
"6472-42";"FALABELLA.SN"
"6472-42";"CENCOSUD.SN"
"6472-42";"CONCHATORO.SN"
"6472-42";"BSANTANDER.SN"
"6472-76";"ITAUCL.SN"
"6472-76";"PARAUCO.SN"
"6473-78";"MALLPLAZA.SN"
"6473-78";"COLBUN.SN"
"6474-68";"SALFACORP.SN"
"6478-49";"COPEC.SN"
"6478-49";"CENCOSUD.SN"
"6478-49";"CMPC.SN"
"6478-49";"RIPLEY.SN"
"6478-49";"BCI.SN"
"6478-49";"HABITAT.SN"
"6478-49";"COLBUN.SN"
"6478-49";"BSANTANDER.SN"
"6478-49";"ANDINA-A.SN"
"6478-49";"SQM-B.SN"
"6482-98";"ITAUCL.SN"
"6482-98";"VAPORES.SN"
"6482-98";"ENTEL.SN"
"6482-98";"MALLPLAZA.SN"
"6485-38";"AAISA.SN"
"6491-93";"MDLZ"
"6492-53";"COLBUN.SN"
"6492-53";"NOW"
"6492-53";"CCU.SN"
"6492-53";"FALABELLA.SN"
"6492-53";"RIPLEY.SN"
"6492-53";"LTM.SN"
"6492-53";"AVGO"
"6492-53";"NVDA"
"6492-53";"INTC"
"6494-42";"COLBUN.SN"
"6494-42";"ENELCHILE.SN"
"6494-42";"ANTARCHILE.SN"
"6494-42";"CCU.SN"
"6494-42";"CMPC.SN"
"6494-42";"BSANTANDER.SN"
"6494-42";"LTM.SN"
"6494-42";"MALLPLAZA.SN"
"6494-42";"QUINENCO.SN"
"6494-52";"ENELAM.SN"
"6494-52";"MALLPLAZA.SN"
"6494-52";"HBAN"
"6494-52";"F"
"6494-56";"QUINENCO.SN"
"6498-78";"WDC"
"6501-48";"AMZN"
"6501-48";"MU"
"6502-51";"CAP.SN"
"6502-51";"MALLPLAZA.SN"
"6502-51";"AGUAS-A.SN"
"6502-51";"ECL.SN"
"6502-51";"ANDINA-B.SN"
"6502-51";"LAS-CONDES.SN"
"6502-51";"FALABELLA.SN"
"6502-51";"BSANTANDER.SN"
"6502-51";"SQM-B.SN"
"6502-51";"CCU.SN"
"6506-27";"FALABELLA.SN"
"6506-27";"AAISA.SN"
"6506-27";"ENELAM.SN"
"6506-27";"ITAUCL.SN"
"6506-27";"BCI.SN"
"6506-27";"SALFACORP.SN"
"6506-27";"CENCOSUD.SN"
"6506-27";"ECL.SN"
"6507-20";"EMBONOR-B.SN"
"6511-42";"COLBUN.SN"
"6511-42";"T"
"6511-42";"GOOG"
"6511-42";"SQM-B.SN"
"6512-82";"WBD"
"6512-82";"ORO-BLANCO.SN"
"6512-82";"AMZN"
"6512-82";"JNJ"
"6512-82";"TSLA"
"6515-77";"FALABELLA.SN"
"6515-77";"ITAUCL.SN"
"6515-77";"V"
"6515-77";"INVERCAP.SN"
"6515-77";"PROVIDA.SN"
"6515-77";"CMPC.SN"
"6515-77";"SMU.SN"
"6517-38";"COPEC.SN"
"6517-38";"INVERCAP.SN"
"6517-38";"CHILE.SN"
"6517-38";"ANDINA-B.SN"
"6517-38";"ECL.SN"
"6517-38";"COLBUN.SN"
"6518-21";"AES"
"6518-21";"TSLA"
"6518-21";"NVDA"
"6518-21";"CCL"
"6518-25";"LTM.SN"
"6518-25";"FALABELLA.SN"
"6518-25";"MASISA.SN"
"6518-25";"ILC.SN"
"6518-25";"AAISA.SN"
"6518-25";"CMPC.SN"
"6518-25";"CCU.SN"
"6518-25";"COLBUN.SN"
"6518-25";"MALLPLAZA.SN"
"6518-25";"BSANTANDER.SN"
"6519-98";"ENELAM.SN"
"6519-98";"SOCOVESA.SN"
"6519-98";"LTM.SN"
"6519-98";"CHILE.SN"
"6519-98";"FALABELLA.SN"
"6519-98";"CONCHATORO.SN"
"6519-98";"SMU.SN"
"6526-73";"ENELCHILE.SN"
"6526-73";"SMU.SN"
"6529-85";"BSANTANDER.SN"
"6529-85";"ENELCHILE.SN"
"6529-85";"CMPC.SN"
"6529-85";"HABITAT.SN"
"6529-85";"AGUAS-A.SN"
"6530-35";"MCHP"
"6532-42";"SQM-B.SN"
"6532-42";"CMCSA"
"6532-42";"BAC"
"6532-42";"T"
"6532-42";"HBAN"
"6532-42";"COLBUN.SN"
"6532-42";"NVDA"
"6532-42";"DOC"
"6533-90";"SONDA.SN"
"6533-90";"SMU.SN"
"6533-90";"LTM.SN"
"6533-90";"SQM-B.SN"
"6533-90";"HAL"
"6535-58";"CMPC.SN"
"6535-58";"SQM-B.SN"
"6535-58";"CAP.SN"
"6537-66";"ANDINA-A.SN"
"6537-66";"ENELCHILE.SN"
"6537-66";"AGUAS-A.SN"
"6537-66";"MALLPLAZA.SN"
"6543-84";"ANDINA-B.SN"
"6543-84";"IAM.SN"
"6543-84";"COPEC.SN"
"6543-84";"LTM.SN"
"6543-84";"EMBONOR-B.SN"
"6543-84";"CMPC.SN"
"6543-84";"SQM-B.SN"
"6545-15";"LAS-CONDES.SN"
"6547-96";"MALLPLAZA.SN"
"6547-96";"ENTEL.SN"
"6547-96";"CCU.SN"
"6547-96";"CENCOSUD.SN"
"6547-96";"BCI.SN"
"6548-94";"CCU.SN"
"6548-94";"AAISA.SN"
"6548-94";"CENCOSUD.SN"
"6550-51";"F"
"6550-51";"GOOG"
"6550-51";"PFE"
"6551-62";"LTM.SN"
"6551-62";"HABITAT.SN"
"6551-62";"BSANTANDER.SN"
"6551-62";"SQM-B.SN"
"6551-62";"QUINENCO.SN"
"6551-62";"ENELAM.SN"
"6551-62";"COLBUN.SN"
"6551-62";"CHILE.SN"
"6551-62";"PROVIDA.SN"
"6551-62";"CCU.SN"
"6554-97";"HITES.SN"
"6554-97";"COPEC.SN"
"6554-97";"NITRATOS.SN"
"6554-97";"SQM-B.SN"
"6554-97";"PARAUCO.SN"
"6554-97";"SONDA.SN"
"6554-97";"CHILE.SN"
"6554-97";"VAPORES.SN"
"6555-13";"ENELGXCH.SN"
"6555-32";"COLBUN.SN"
"6555-32";"CENCOSUD.SN"
"6555-32";"IAM.SN"
"6557-13";"ENELGXCH.SN"
"6557-13";"AGUAS-A.SN"
"6557-13";"CCU.SN"
"6557-13";"ECL.SN"
"6557-13";"CMPC.SN"
"6557-13";"INVERCAP.SN"
"6557-13";"BSANTANDER.SN"
"6557-13";"SQM-B.SN"
"6557-13";"ITAUCL.SN"
"6557-13";"FALABELLA.SN"
"6558-31";"ON"
"6561-87";"BCI.SN"
"6561-87";"ORO-BLANCO.SN"
"6561-87";"LTM.SN"
"6562-13";"COPEC.SN"
"6562-13";"SQM-B.SN"
"6562-13";"SONDA.SN"
"6562-13";"MALLPLAZA.SN"
"6562-13";"SALFACORP.SN"
"6562-13";"AGUAS-A.SN"
"6562-13";"ANDINA-B.SN"
"6563-60";"LTM.SN"
"6563-60";"SQM-A.SN"
"6563-60";"CENCOSUD.SN"
"6563-60";"SMU.SN"
"6563-60";"SONDA.SN"
"6563-60";"COPEC.SN"
"6563-60";"ABC.SN"
"6563-60";"ANDINA-B.SN"
"6567-71";"NEE"
"6567-71";"F"
"6567-71";"AMD"
"6567-71";"CENCOSUD.SN"
"6567-71";"GOOGL"
"6567-71";"PARAUCO.SN"
"6567-74";"MSFT"
"6567-74";"AMD"
"6567-74";"CENCOSUD.SN"
"6567-74";"SMU.SN"
"6569-22";"FALABELLA.SN"
"6569-22";"VAPORES.SN"
"6569-22";"CAP.SN"
"6569-94";"CMPC.SN"
"6569-94";"MALLPLAZA.SN"
"6569-94";"AVGO"
"6569-94";"IAM.SN"
"6569-94";"BAC"
"6569-94";"ENELCHILE.SN"
"6572-31";"BCI.SN"
"6572-31";"MALLPLAZA.SN"
"6572-31";"BSX"
"6572-31";"CHILE.SN"
"6572-31";"ECL.SN"
"6573-31";"COLBUN.SN"
"6573-31";"BSANTANDER.SN"
"6574-32";"ANDINA-A.SN"
"6575-95";"MU"
"6575-95";"INTC"
"6575-95";"AMD"
"6575-95";"BAC"
"6575-95";"PFE"
"6575-95";"WBD"
"6575-95";"TXN"
"6578-63";"FALABELLA.SN"
"6578-63";"CHILE.SN"
"6578-63";"ORO-BLANCO.SN"
"6578-63";"PARAUCO.SN"
"6580-56";"SONDA.SN"
"6580-56";"NVDA"
"6580-56";"BAC"
"6580-56";"COLBUN.SN"
"6580-56";"BSANTANDER.SN"
"6580-56";"CCL"
"6580-56";"COPEC.SN"
"6580-56";"BCI.SN"
"6580-73";"COPEC.SN"
"6580-73";"HABITAT.SN"
"6580-73";"CAP.SN"
"6580-73";"ANDINA-B.SN"
"6580-73";"BSANTANDER.SN"
"6580-73";"SMU.SN"
"6583-36";"ANDINA-B.SN"
"6583-36";"BSANTANDER.SN"
"6583-36";"COPEC.SN"
"6583-36";"ENELGXCH.SN"
"6588-28";"LTM.SN"
"6588-28";"CHILE.SN"
"6588-28";"IAM.SN"
"6588-28";"COLBUN.SN"
"6589-35";"PARAUCO.SN"
"6589-35";"SQM-B.SN"
"6589-35";"ILC.SN"
"6589-35";"FALABELLA.SN"
"6589-35";"PROVIDA.SN"
"6589-35";"EMBONOR-B.SN"
"6589-35";"CMPC.SN"
"6589-35";"BSANTANDER.SN"
"6591-32";"SQM-B.SN"
"6591-32";"CENCOSUD.SN"
"6591-32";"ANTARCHILE.SN"
"6591-32";"BCI.SN"
"6591-32";"SQM-A.SN"
"6591-32";"CHILE.SN"
"6591-32";"CMPC.SN"
"6591-32";"PARAUCO.SN"
"6591-32";"COPEC.SN"
"6592-83";"GOOGL"
"6592-83";"CENCOSUD.SN"
"6592-83";"CHILE.SN"
"6592-83";"ORO-BLANCO.SN"
"6592-83";"PARAUCO.SN"
"6592-83";"ANTARCHILE.SN"
"6592-83";"MALLPLAZA.SN"
"6592-83";"AMD"
"6592-83";"INTC"
"6592-83";"ENELAM.SN"
"6595-65";"BCI.SN"
"6595-65";"AVGO"
"6595-65";"F"
"6595-65";"BSANTANDER.SN"
"6595-65";"CENCOSUD.SN"
"6595-65";"ILC.SN"
"6595-65";"COPEC.SN"
"6595-65";"SALFACORP.SN"
"6595-65";"VAPORES.SN"
"6595-65";"INTC"
"6596-23";"VAPORES.SN"
"6596-23";"CENCOSUD.SN"
"6596-23";"CHILE.SN"
"6596-23";"HABITAT.SN"
"6596-23";"FALABELLA.SN"
